route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__670___,1_8__670___,1_8__670___-8__670____1_13:45:00_1_-__7_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_13:50:00_2_-__7_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_15:05:00_1_-__8_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_15:25:00_2_-__8_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_16:40:00_2_-__9_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_17:00:00_1_-__9_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_18:30:00_2_-__10_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_18:55:00_1_-__10_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_20:40:00_2_-__11_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_20:55:00_1_e.__11_8__670___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,670 MORALZARZAL (Estación de Autobuses),0,,8__670____1_e._IT_2,0
8__670___,1_8__670___,1_8__670___-8__670____1_21:35:00_2_-__12_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____1_22:20:00_1_e.__12_8__670___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,670 MORALZARZAL (Estación de Autobuses),0,,8__670____1_e._IT_2,0
8__670___,1_8__670___,1_8__670___-8__670____2_07:45:00_2_e.__1_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_e._IT_2,0
8__670___,1_8__670___,1_8__670___-8__670____2_08:20:00_1_e.__1_8__670___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,670 MORALZARZAL (Estación de Autobuses),0,,8__670____1_e._IT_2,0
8__670___,1_8__670___,1_8__670___-8__670____2_08:35:00_2_e.__2_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_e._IT_2,0
8__670___,1_8__670___,1_8__670___-8__670____2_10:45:00_2_-__3_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_11:00:00_1_-__2_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_13:25:00_2_-__4_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_13:40:00_1_-__3_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_16:30:00_1_-__4_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_17:00:00_2_-__5_8__670___,HOSPITAL GENERAL DE VILLALBA,670 COLLADO VILLALBA (Hospital),1,,8__670____2_-_IT_1,0
8__670___,1_8__670___,1_8__670___-8__670____2_17:15:00_1_-__5_8__670___,POLIDEPORTIVO MORALZARZAL,670 MORALZARZAL (Polideportivo),0,,8__670____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_05:55:00_2_b.__1_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:05:00_2_b.__2_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:15:00_2_b.__3_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:23:00_2_b.__4_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:30:00_1_-__1_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:30:00_2_b.__5_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:45:00_2_cb__6_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:50:00_1_-__2_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:55:00_2_b.__7_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_06:55:00_2_cb__8_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:05:00_2_b.__9_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:05:00_2_cb__10_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:10:00_1_-__3_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:10:00_2_b.__12_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:15:00_2_b.__11_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:20:00_1_-__4_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:25:00_2_b.__13_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:30:00_1_-__5_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:35:00_2_b.__14_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:40:00_1_-__6_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:40:00_2_cb__15_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:45:00_2_b.__16_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:50:00_1_-__7_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:50:00_2_cb__17_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:50:00_2_pb__17_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_pb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_07:55:00_2_b.__19_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:00:00_2_cb__20_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_cb_IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:07:00_2_b.__21_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:10:00_1_-__8_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:13:00_2_b.__22_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:18:00_2_b.__23_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:20:00_1_-__9_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:25:00_2_b.__24_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:30:00_1_-__7_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:40:00_1_-__11_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:40:00_2_b.__25_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:47:00_2_b.__26_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:50:00_1_-__12_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_08:54:00_2_b.__27_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:00:00_2_b.__28_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:10:00_1_-__13_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:20:00_1_-__14_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:20:00_2_b.__29_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:30:00_1_-__15_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:30:00_2_b.__30_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:40:00_1_-__16_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:40:00_2_b.__31_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_09:50:00_1_-__17_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:00:00_1_-__18_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:00:00_2_b.__32_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:10:00_1_-__19_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:10:00_2_b.__33_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:20:00_2_b.__34_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:30:00_1_-__20_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:30:00_2_b.__35_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:40:00_1_-__21_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:50:00_1_-__22_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_10:50:00_2_b.__36_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:00:00_1_-__23_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:00:00_2_b.__37_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa) por bus-VAO,1,,8__671____2_b._IT_2,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:10:00_1_-__24_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:10:00_2_-__38_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:20:00_2_-__39_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:30:00_1_-__25_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:30:00_2_-__40_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:40:00_2_-__41_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:45:00_1_-__26_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_11:50:00_2_-__42_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:00:00_1_-__27_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:10:00_1_-__28_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:10:00_2_-_ _43_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:20:00_1_-__29_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:20:00_2_-__44_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:30:00_1_-__30_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:30:00_2_-__45_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:40:00_1_-__31_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:45:00_2_-__46_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_12:50:00_1_-__32_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:00:00_1_-__33_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:00:00_2_-__47_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:10:00_2_-__48_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:20:00_1_-__34_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:20:00_2_-__49_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:30:00_1_-__35_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:30:00_2_-__50_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:40:00_1_-__36_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:40:00_2_-__51_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_13:50:00_2_-__52_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:00:00_1_-__37_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:10:00_1_-__38_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:10:00_2_-__53_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:20:00_1_-__39_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:20:00_2_-__54_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:30:00_1_-__40_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:30:00_2_-__55_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:35:00_1_-__41_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:50:00_1_-__42_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:50:00_2_-__56_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_14:55:00_1_-__43_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:00:00_2_-__57_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:07:00_1_-__44_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:08:00_2_-__58_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:15:00_1_-__45_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:25:00_1_-__46_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:30:00_2_-__59_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:35:00_1_-__47_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:35:00_2_-__60_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:45:00_1_-__48_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:50:00_1_-__49_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_15:50:00_2_-__61_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:00:00_2_-__62_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:10:00_2_-__63_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:20:00_1_-__50_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:30:00_1_-__51_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:30:00_2_-__64_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:40:00_1_-__52_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:50:00_1_-__53_8__671___,ESTACIÓN DE AUTOBUSES DE MORALZARZAL,671 MORALZARZAL,0,,8__671____1_-_IT_1,0
8__671___,1_8__671___,1_8__671___-8__671____1_16:50:00_2_-__65_8__671___,INTERCAMBIADOR DE MONCLOA,671 MADRID (Moncloa),1,,8__671____2_-_IT_1,0
