stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_19433,19433,AV.JUAN CARLOS I-ZOCO,Avda   Juan Carlos I 22,40.6332855224609,-4.00492382049561,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_23,23,ESCUELA UNIVERSITARIA DE ESTADISTICA,Avda de Puerta de Hierro 5400,40.448280313238,-3.73609679818435,A,http://www.crtm.es,0,,Europe/Madrid,0
est_90_14,14,Intercambiador de Moncloa,Plaza de la Moncloa 1,40.43523,-3.71919,A,http://www.crtm.es,1,,Europe/Madrid,0
par_8_06793,06793,CTRA.M615-EL GAMONAL,Ctra   M-615 A Matalpino 2,40.7075271606445,-3.9548282623291,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06799,06799,CTRA.M615-CTRA.M607,Ctra   Matalpino 100,40.7070350646973,-3.95443058013916,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07019,07019,AV.DE LOS LINARES-COLONIA LA MALICIOSA,Avda del Generalísimo 2500,40.7284393310547,-3.95214295387268,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07025,07025,CTRA.M617-URB.EL EJIDO,Ctra de Mataelpino a El Boalo 1400,40.7205009460449,-3.92156481742859,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09105,09105,SAN SEBASTIÁN-AYUNTAMIENTO,Calle de San Sebastián 16,40.7181053161621,-3.91904544830322,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09304,09304,CTRA.M615-URB.EL RETAMAR,Ctra   Matalpino 2,40.6964378356934,-3.96226859092712,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09305,09305,CTRA.M615-RÍO BERROCAL,Ctra   M-615 A Matalpino 2,40.7006225585938,-3.95951175689697,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09306,09306,CTRA.MATALPINO-URB.HERRADURA,Ctra   Matalpino 2,40.685489654541,-3.96715235710144,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09833,09833,CTRA.M617-URB.EL EJIDO,Ctra de Mataelpino a El Boalo 1400,40.7202911376953,-3.92158555984497,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10236,10236,ANTÓN-URB.HERRADURA,Calle   Antón 63,40.6842765808105,-3.96669697761536,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10237,10237,CTRA.M615-URB.RETAMAR,Ctra   Matalpino 2,40.6964950561523,-3.96192622184753,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10238,10238,CTRA.M615-RÍO BERROCAL,Ctra   Matalpino 100,40.7009048461914,-3.95917248725891,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10239,10239,CTRA.M615-URB.BERROCAL IV,Ctra de Moralzarzal a Mataelpino 29,40.7226371765137,-3.95132613182068,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10240,10240,CTRA.M615-URB.BERROCAL IV,Avda de América 2,40.7220115661621,-3.95154237747192,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10241,10241,AV.LINARES-COLONIA LA MALICIOSA,Avda del Generalísimo 2600,40.7294464111328,-3.95141124725342,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10242,10242,CTRA.M617-URB.PONDEROSA,Ctra de Mataelpino a El Boalo 2500,40.7261657714844,-3.933922290802,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10243,10243,CTRA.M617-URB.PONDEROSA,Avda del Maderuelo 2,40.7262725830078,-3.9343147277832,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10244,10244,SAN SEBASTIÁN-AYUNTAMIENTO,Calle de San Sebastián 19,40.7180480957031,-3.91926956176758,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10276,10276,CTRA.M617-URB.EL REBOLLAR,Paseo de Madrid 14,40.7135925292969,-3.90886092185974,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10277,10277,CTRA.M608-URB.SAN MURIEL,Ctra de Cerceda a Manzanares 30000,40.7028617858887,-3.92271852493286,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10278,10278,CTRA.M608-URB.MONTES CLAROS,Ctra de Cerceda a Manzanares 30600,40.7008361816406,-3.92922449111938,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10279,10279,CTRA.M608-URB.MONTES CLAROS,Ctra de Cerceda a Manzanares 2,40.7005729675293,-3.92928004264832,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10280,10280,CTRA.M608-URB.SAN MURIEL,Ctra de Cerceda a Manzanares 29900,40.7030029296875,-3.92191553115845,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10281,10281,CTRA.M617-URB.EL REBOLLAR,Paseo de Madrid 200,40.7138519287109,-3.90924334526062,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15435,15435,MATAELPINO-AV.DE LOS LINARES,Ctra de Mataelpino a El Boalo 1,40.7334632873535,-3.94802236557007,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15520,15520,CTRA.M617-URB.LA DEHESA,Paseo de Madrid 3,40.7158889770508,-3.91469359397888,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15521,15521,CTRA.M617-URB.LA DEHESA,Calle de Velázquez 2,40.7154388427734,-3.91459274291992,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15554,15554,CERCEDA-EL SOTO,Ctra de Navacerrada 7,40.6994934082031,-3.93257927894592,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15953,15953,CTRA.MATAELPINO-POL.IND.CAPELLANÍA,Ctra   Matalpino 100,40.7049942016602,-3.95505261421204,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15954,15954,CTRA.MATAELPINO-POL.IND.CAPELLANÍA,Ctra   Matalpino 100,40.7050361633301,-3.95524263381958,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_17325,17325,MATAELPINO-AV.DE LOS LINARES,Ctra de Mataelpino a El Boalo 1,40.7335472106934,-3.94791698455811,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_18081,18081,CTRA.M615-COLEGIO,Ctra   Matalpino 2,40.6901054382324,-3.96661567687988,C1,http://www.crtm.es,0,,Europe/Madrid,0
par_8_18082,18082,CTRA.MATALPINO-COLEGIO,Ctra   Matalpino 2,40.689884185791,-3.96623373031616,C1,http://www.crtm.es,0,,Europe/Madrid,0
par_8_18527,18527,CTRA.M617-PUNTO DE INFORMACIÓN,Paseo de Madrid 3,40.7167015075684,-3.91667008399963,C1,http://www.crtm.es,0,,Europe/Madrid,0
par_8_18965,18965,CERCEDA-PAJAR MADERERO,Ctra de Navacerrada 13,40.6997451782227,-3.93593239784241,C1,http://www.crtm.es,0,,Europe/Madrid,0
par_8_17311,17311,CTRA.M608-POLIDEPORTIVO,Ctra   M-608 a Cerceda 34400,40.6800880432129,-3.95911073684692,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_17312,17312,CTRA.M608-POLIDEPORTIVO,Ctra   M-608 a Cerceda 34400,40.6799812316895,-3.96003222465515,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_20222,20222,CERCEDA-CºBOALO,Ctra de Navacerrada 4,40.6999893188477,-3.93481135368347,C1,http://www.crtm.es,0,,Europe/Madrid,0
par_8_06368,06368,CTRA.LA GRANJA-GUARDIA CIVIL,Ctra de La Granja 12,40.6375203115799,-4.00363004241849,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06383,06383,CTRA.LA GRANJA-GUARDIA CIVIL,Ctra de La Granja 3,40.6374206542969,-4.00372076034546,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_19269,19269,ABOGADOS DE ATOCHA-URB.LOS VALLES,Calle   Abogados de Atocha 1,40.6389427185059,-4.00692462921143,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19384,19384,HOSPITAL GENERAL DE VILLALBA,Ctra de Alpedrete 40400,40.6532707214355,-4.00227832794189,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19869,19869,CTRA.M601-RECINTO FERIAL,Ctra de Navacerrada 3,40.6417299276608,-4.00539606553928,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19870,19870,CTRA.M601-RECINTO FERIAL,Ctra de Navacerrada 1,40.6414028843897,-4.0057104629099,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_20274,20274,ABOGADOS DE ATOCHA-LAS DEHESAS,Calle   Abogados de Atocha sn,40.6393775939941,-4.0066237449646,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_06569,06569,CTRA.M607-UNIV.AUTÓNOMA,Acces   M-607 1,40.5406761169434,-3.69695234298706,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06573,06573,CTRA.M607-CEMENTERIO LA PAZ,Ctra   M-607 Colmenar Viejo 19400,40.5785865783691,-3.70558094978333,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06633,06633,CTRA.M607-EST.TRES CANTOS,Ctra de Colmenar Viejo 21800,40.5966606140137,-3.71708106994629,B2,http://www.crtm.es,0,,Europe/Madrid,2
